unit,description,sim correlation
0,kitchen,0.2921772599220276
1,shops,0.39563170075416565
2,pizza,0.11819501221179962
3,auditorium,0.3082856833934784
4,lobby,0.13882243633270264
5,clutter,0.35443833470344543
6,tent,0.1451299488544464
7,vineyards,0.4546886086463928
8,habit,-0.010488303378224373
9,mating,0.06278790533542633
10,gradient,0.03642209246754646
11,participants,0.3273581266403198
12,mating,0.019940700381994247
13,caves,0.2795385718345642
14,horses,0.24337910115718842
15,infant,0.10288375616073608
16,spiral,0.09393376111984253
17,auditorium,0.29644376039505005
18,snowmobile,0.2081432044506073
19,food,0.19342346489429474
20,courtyard,0.11019166558980942
21,bookstore,0.23720216751098633
22,trekking,0.34886935353279114
23,kitchens,0.23880384862422943
24,fireplaces,0.22514721751213074
25,closet,0.2031375616788864
26,pillars,0.2662903964519501
27,segments,0.08375438302755356
28,courtyard,0.13594838976860046
29,townhouse,0.38621410727500916
30,balcony,0.24893233180046082
31,fossil,0.08097037672996521
32,red,0.1552819162607193
33,geology,0.30099356174468994
34,bedrooms,0.3410238027572632
35,roadside,0.26026082038879395
36,harbour,0.11703399568796158
37,satin,0.04294314980506897
38,flight,0.10176858305931091
39,shops,0.10853272676467896
40,controls,0.18564137816429138
41,meat,0.39112818241119385
42,bedrooms,0.40516501665115356
43,playground,0.34345924854278564
44,drainage,0.18606756627559662
45,cottages,0.4774927794933319
46,pocketpc,0.06925326585769653
47,courts,0.17067007720470428
48,sinks,0.2788829505443573
49,dining,0.3289441466331482
50,monument,0.10783188045024872
51,kitchen,0.09638497233390808
52,female,0.052566684782505035
53,blinds,0.0722120851278305
54,airports,0.15680375695228577
55,pueblo,0.1700669378042221
56,furnished,0.23143915832042694
57,mating,0.06769437342882156
58,phonephone,0.2286936491727829
59,aviation,0.3156489431858063
60,bathroom,0.2253686934709549
61,arch,0.26180416345596313
62,juvenile,-0.020134055987000465
63,swimwear,0.1370372325181961
64,arcade,0.23950433731079102
65,secretariat,0.16307304799556732
66,hostel,0.0924154594540596
67,park,0.31705066561698914
68,classroom,0.47681573033332825
69,phonephone,0.2753754258155823
70,textile,0.24136409163475037
71,lobby,0.23081468045711517
72,juvenile,-0.005887153558433056
73,blanca,0.03673136979341507
74,gardens,0.4025537669658661
75,captive,0.08807790279388428
76,ordered,0.020079603418707848
77,noir,0.1315045803785324
78,hedge,0.4193791151046753
79,habit,0.02325030416250229
80,terminals,0.14027634263038635
81,temple,0.36441659927368164
82,microphones,0.2832920551300049
83,culinary,0.2213554084300995
84,sail,0.07514508813619614
85,prison,0.18536250293254852
86,infants,0.04793771356344223
87,alley,0.32903164625167847
88,fountains,0.4885673224925995
89,valley,0.3509776294231415
90,rides,0.18053795397281647
91,dog,0.07658395171165466
92,northumberland,0.26090461015701294
93,park,0.34494033455848694
94,vegetation,0.221783846616745
95,chef,0.20509448647499084
96,volleyball,0.32417061924934387
97,rides,0.35782718658447266
98,panel,0.16793324053287506
99,crypt,0.21399468183517456
100,bathroom,0.23310910165309906
101,dog,0.06723661720752716
102,corridor,0.2491787075996399
103,buses,0.20342394709587097
104,snorkeling,0.23173388838768005
105,habitat,0.19782871007919312
106,baseball,0.3968290388584137
107,toys,0.3564688265323639
108,female,0.005437425337731838
109,exhibitions,0.09606541693210602
110,horticulture,0.24991890788078308
111,fields,0.23319971561431885
112,tables,0.4480932056903839
113,bowling,0.27808064222335815
114,aviation,0.3564265966415405
115,snorkeling,0.24840204417705536
116,village,0.2311864197254181
117,chef,0.14224374294281006
118,skyline,0.3905491828918457
119,platform,0.20360028743743896
120,phonephone,0.3330892324447632
121,campus,0.042912840843200684
122,gravel,0.33857449889183044
123,sign,0.22140750288963318
124,dinnerware,0.27739080786705017
125,bottles,0.26180681586265564
126,bookshelf,0.3531962037086487
127,collier,0.06271430850028992
128,dams,0.1847047060728073
129,northumberland,0.25690650939941406
130,label,0.1931968331336975
131,performing,0.30079469084739685
132,tackling,0.4260832667350769
133,sink,0.3298536241054535
134,flowers,0.26351940631866455
135,classroom,0.3337807059288025
136,tower,0.233109250664711
137,kitchen,0.07748168706893921
138,blinds,0.17417354881763458
139,pasture,0.43391168117523193
140,mesh,0.17848190665245056
141,gyms,0.19816231727600098
142,ruins,0.2870069742202759
143,tapestry,0.1717769354581833
144,hockey,0.34654247760772705
145,cabin,0.053457289934158325
146,showroom,0.14183643460273743
147,lighthouse,0.260079562664032
148,gourmet,0.3095860779285431
149,trekking,0.28624340891838074
150,wilhelm,0.01247054897248745
151,smithsonian,0.09285872429609299
152,racing,0.1687871664762497
153,cabinets,0.2056621015071869
154,glacier,0.3922819197177887
