unit,description,sim correlation
0,stripe,0.003301970660686493
1,dotted,0.017006853595376015
2,shelving,0.20151014626026154
3,wicker,0.08720550686120987
4,fruits,0.0846826359629631
5,vendors,0.10671938210725784
6,dotted,0.03124934434890747
7,lattice,-0.013326266780495644
8,eating,0.2055995613336563
9,recipes,0.20388181507587433
10,lattice,0.07970304787158966
11,lattice,0.14179034531116486
12,regard,0.07971768826246262
13,labelled,0.16178211569786072
14,textile,-0.05793719366192818
15,lattice,0.23816964030265808
16,fruit,0.2129901945590973
17,bathroom,0.10080425441265106
18,blinds,0.06521084159612656
19,snorkeling,0.22803029417991638
20,costumes,0.2904123365879059
21,boats,0.12924185395240784
22,texture,0.05105886235833168
23,branches,0.14420346915721893
24,infants,0.07844650000333786
25,boutique,0.11346923559904099
26,green,0.19274558126926422
27,keyboard,0.07882363349199295
28,curtain,0.16417759656906128
29,green,0.27463123202323914
30,trees,0.13931536674499512
31,webs,0.1388355940580368
32,renovated,0.19075466692447662
33,pens,0.08812502771615982
34,weaving,0.05499185249209404
35,hostels,0.17442689836025238
36,handles,0.1097109243273735
37,dotted,0.09650832414627075
38,fruits,0.09300372749567032
39,accommodations,0.056199539452791214
40,checker,-0.003218370256945491
41,mating,0.12041443586349487
42,dotted,-0.02350921742618084
43,courthouse,0.11536374688148499
44,puppy,0.26760363578796387
45,leather,0.10091177374124527
46,textile,0.07456062734127045
47,exhibitors,0.04346867650747299
48,motif,0.0576021783053875
49,wavelength,0.16556493937969208
50,baxter,0.1967802345752716
51,instruments,0.11152439564466476
52,textile,0.06132851168513298
53,cabinet,0.18422038853168488
54,hardwood,0.054541993886232376
55,fence,-0.023198146373033524
56,particles,0.18428641557693481
57,workstations,0.2021804302930832
58,fetus,0.12350423634052277
59,spiral,0.1210666298866272
60,juvenile,0.16950534284114838
61,texture,0.1089150458574295
62,wool,0.10019110143184662
63,woven,0.1487739086151123
64,dotted,0.13117709755897522
65,grid,0.19007575511932373
66,zebra,0.06636486947536469
67,stairs,0.09981034696102142
68,lattice,0.06181624159216881
69,textile,0.07694052159786224
70,dotted,0.11035417765378952
71,fluorescence,0.047684550285339355
72,fruits,0.05867508426308632
73,red,0.3439914286136627
74,dotted,0.1006418913602829
75,dotted,0.015650587156414986
76,posing,0.1207449808716774
77,dotted,0.09048949182033539
78,brochure,0.08662653714418411
79,dotted,0.05572592467069626
80,concrete,0.03809068351984024
81,vehicles,0.2915054261684418
82,slashdot,0.014836875721812248
83,textile,0.026169268414378166
84,crochet,0.15331324934959412
85,capsule,0.033085357397794724
86,conditioners,0.07675298303365707
87,cages,0.13424836099147797
88,spires,0.1569126397371292
89,menu,0.04984814301133156
90,zebra,0.13996855914592743
91,dog,0.30180901288986206
92,crystals,0.05852826312184334
93,dotted,-0.004770567640662193
94,fruits,0.07524442672729492
95,regard,0.00026310471002943814
96,fasteners,0.10575596988201141
97,colorful,0.42024827003479004
98,bedrooms,0.06585127115249634
99,bottles,0.07767081260681152
100,blue,0.24627403914928436
101,spires,0.09937113523483276
102,social,0.018460607156157494
103,pattern,-0.050271086394786835
104,bathroom,0.04284317046403885
105,linen,0.14392580091953278
106,toolkit,0.14218616485595703
107,tiles,0.12944310903549194
108,garrison,0.012281573377549648
109,plaques,0.20380054414272308
110,cookware,0.13578248023986816
111,dotted,0.027494536712765694
112,highways,0.10463862121105194
113,textile,0.17264656722545624
114,dotted,-0.018474634736776352
115,peacock,0.18495838344097137
116,cloth,0.16190865635871887
117,gauges,0.12165781110525131
118,kitchens,0.14141277968883514
119,zebra,0.04974852129817009
120,dog,0.6373636722564697
121,dotted,0.07159937918186188
122,handmade,0.17331747710704803
123,defenses,-0.038830552250146866
124,slashdot,0.014141149818897247
125,controls,0.10338524729013443
126,textile,0.16407905519008636
127,wicker,0.09897104650735855
128,tungsten,-0.0011419720249250531
129,dotted,0.05893950164318085
130,ergonomic,0.06794807314872742
131,habitat,0.11526335775852203
132,blue,0.06195169687271118
133,crochet,0.08864236623048782
134,mating,0.12617717683315277
135,mating,-0.04515988379716873
136,segments,0.020974155515432358
137,green,0.19256998598575592
138,ascii,0.041387733072042465
139,stripes,0.29797863960266113
140,habitat,0.1490047127008438
141,wicker,0.12370287626981735
142,pattern,0.23391568660736084
143,rocks,0.19911110401153564
144,dogs,0.3938841223716736
145,homepage,0.2328893542289734
146,doors,0.1338050365447998
147,baxter,0.13814572989940643
148,dotted,0.1876087188720703
149,wildlife,0.3023171126842499
150,pouch,0.10271899402141571
151,uniforms,0.22768791019916534
152,rechargeable,0.13810063898563385
153,curtain,0.15517860651016235
154,recorders,0.14166101813316345
155,dotted,0.11395321041345596
156,mounted,-0.013362981379032135
157,juvenile,0.2325330674648285
158,green,0.11495642364025116
159,lattice,0.11211678385734558
160,texture,0.08720825612545013
161,accommodation,0.056530263274908066
162,purple,0.5339848399162292
163,fibers,0.17689265310764313
164,blanca,0.02403380163013935
165,window,0.07796735316514969
166,flower,0.04746817424893379
167,dotted,0.09192223101854324
168,puzzle,0.03663318231701851
169,texture,0.03854939714074135
170,web,-0.0013653290225192904
171,checker,-0.05853074789047241
172,purse,0.09834294021129608
173,seafood,0.16364647448062897
174,social,0.015140092931687832
175,drying,0.03903953358530998
176,disc,0.19034333527088165
177,captive,0.12121471017599106
178,magenta,0.13804303109645844
179,textile,0.1463353931903839
180,mesh,0.1594529002904892
181,blinds,0.09757694602012634
182,advertisements,0.12203062325716019
183,bathroom,0.11024627089500427
184,bathroom,0.0627267062664032
185,accessory,0.22221149504184723
186,foliage,0.21999229490756989
187,regard,0.05294490605592728
188,webs,0.0871705636382103
189,handsets,0.0988447368144989
190,weighing,0.019451605156064034
191,crossword,0.12254229933023453
192,conditioners,0.05172190070152283
193,musicians,0.15035559237003326
194,furnished,0.13884802162647247
195,straw,0.04787856340408325
196,exterior,0.10436499863862991
197,gears,0.07674699276685715
198,leaf,-0.013776210136711597
199,regard,0.22414016723632812
200,webs,0.12780390679836273
201,mating,0.1373305767774582
202,carbohydrates,0.3002392053604126
203,richter,0.05272170156240463
204,wool,0.05085359886288643
205,ears,0.267594575881958
206,textile,0.030258018523454666
207,dotted,0.19631808996200562
208,radial,0.20156408846378326
209,curtains,0.10429517924785614
210,architectures,0.14262031018733978
211,braille,0.031137632206082344
212,textile,0.08498799055814743
213,female,0.13647472858428955
214,street,0.08868271857500076
215,carpet,0.06379783898591995
216,abundance,0.06961202621459961
217,landmarks,0.05505480617284775
218,vases,0.07678323984146118
219,bottles,0.18200325965881348
220,blinds,0.0025598707143217325
221,adorable,0.21303413808345795
222,curtains,0.06547820568084717
223,pattern,0.017554892227053642
224,net,0.03336239606142044
225,trees,0.33743494749069214
226,volunteers,0.2172393798828125
227,rows,0.0339672788977623
228,bred,0.09536659717559814
229,crochet,0.0959482342004776
230,zebra,-0.010101807303726673
231,kitchens,0.10655315965414047
232,facilities,0.1350715458393097
233,kitchens,0.1276908963918686
234,textile,0.13017500936985016
235,female,0.08428438752889633
236,vibrator,0.07167883217334747
237,dotted,0.04338916018605232
238,thermometer,0.05284295231103897
239,lattice,0.10407926887273788
240,bottles,0.20458538830280304
241,dotted,0.052120357751846313
242,tiles,0.10518147796392441
243,infants,0.12227892875671387
244,crossword,0.11445178836584091
245,dog,0.3060294985771179
246,fruit,0.2258942723274231
247,bees,0.0711607038974762
248,dotted,0.037850748747587204
249,bookshelf,0.18509823083877563
250,watersports,0.10183915495872498
251,motif,0.1762021780014038
252,appetizers,0.16143929958343506
253,necklaces,0.0824003741145134
254,textile,0.13551533222198486
255,cover,0.010832225903868675
256,damage,0.09969406574964523
257,ginger,-0.05032777786254883
258,sanctuary,0.1688023805618286
259,textile,0.193572998046875
260,cabinets,0.07148244976997375
261,library,0.07716420292854309
262,mandrake,0.0902547761797905
263,dots,0.3354981243610382
264,pollen,0.16346968710422516
265,plaster,0.005902292672544718
266,doors,0.05216724053025246
267,feather,0.12353955954313278
268,foliage,0.19336694478988647
269,ladyboy,0.17514006793498993
270,lattice,0.10212871432304382
271,captive,0.04238894581794739
272,fruits,0.10469464957714081
273,stripe,-0.00606351625174284
274,baxter,0.22678738832473755
275,dotted,0.01689552702009678
276,dotted,0.023543745279312134
277,cabinets,0.31989821791648865
278,assortment,0.15622712671756744
279,dotted,-0.007311785127967596
280,pasture,0.11789003759622574
281,bangbus,0.11848120391368866
282,dotted,-0.02859116904437542
283,leaf,0.02839834988117218
284,inflammation,0.029695093631744385
285,lattice,0.012544472701847553
286,spiral,0.226886585354805
287,female,0.05672715976834297
288,bee,0.02183494158089161
289,leaf,0.07110323011875153
290,tail,-0.0222992654889822
291,textile,0.14088869094848633
292,dotted,0.003697912208735943
293,zebra,0.042353708297014236
294,furnished,0.12291473895311356
295,spiral,0.11225766688585281
296,fur,0.26883232593536377
297,columns,0.10230547934770584
298,juvenile,0.07111518085002899
299,vaults,0.061318594962358475
300,stairs,0.11593857407569885
301,dogs,0.37781015038490295
302,participants,0.1698034107685089
303,barcode,0.014107590541243553
304,otis,0.04838300123810768
305,fruits,0.15553753077983856
306,dotted,0.04228617623448372
307,fibers,0.11218637973070145
308,visitation,0.04319123551249504
309,regard,0.19841763377189636
310,textile,0.13631440699100494
311,zebra,0.05765075981616974
312,grid,0.0352591872215271
313,quilts,0.023300139233469963
314,dark,0.11990728229284286
315,zoo,-0.02132146991789341
316,puppy,0.13517218828201294
317,stripe,0.056567367166280746
