unit,description,sim correlation
0,Diagonal lines,0.03791051357984543
1,Beaks of birds,0.2724649906158447
2,Birds,-0.022590717300772667
3,Edges of objects,0.00024868332548066974
4,Rounded objects,0.03479751572012901
5,Dog heads,0.13325883448123932
6,Dog noses,0.04350394010543823
7,Diagonal lines,-0.016368335112929344
8,Items that are connected,-0.050726424902677536
9,Edges of objects,0.031169528141617775
10,Beaks of birds,0.0038270510267466307
11,Car wheels,0.04391201213002205
12,Dog heads,0.09464849531650543
13,Rounded edges in pictures,0.1131231039762497
14,Orange and red objects,0.029920900240540504
15,Chain-link fence and tile,0.208887979388237
16,"Fruit, flowers, fruit",0.1848822981119156
17,Animal heads,0.009981231763958931
18,Stripes,0.07073389738798141
19,Aquatic life,0.39959630370140076
20,People,0.1509171575307846
21,The pointy tips of things,0.0018203075742349029
22,Dog heads,0.11127856373786926
23,The sky,0.12479571253061295
24,Human faces,0.1861737072467804
25,Dog ears,-0.15454453229904175
26,Green objects,0.14376646280288696
27,Rounded edges in pictures,-0.0041875881142914295
28,Metal objects,0.12226874381303787
29,Green objects,0.2572850286960602
30,Faces of animals,0.026985235512256622
31,Curved lines,0.06620720773935318
32,Circular objects,0.065983347594738
33,Metal cylinder objects,0.02320673130452633
34,Metal objects,0.17451602220535278
35,Rectangular objects,0.1518874615430832
36,Car wheels,0.03533342853188515
37,Text,0.06602847576141357
38,Orange and red objects,0.10474605858325958
39,Animals,-0.028152938932180405
40,The corners,0.05393518507480621
41,Similar color patterns,0.017861396074295044
42,Faces of animals,0.18260139226913452
43,The tops of buildings,0.16058360040187836
44,Dog legs,0.3414791226387024
45,Rounded edges in pictures,-0.003585521364584565
46,Rounded objects,-0.034985657781362534
47,Animals,0.1126011312007904
48,Similar color patterns,0.019128479063510895
49,Circles,0.15890289843082428
50,Animals,0.30793264508247375
51,Specific patterns,-0.06156552955508232
52,Dog heads,0.068668894469738
53,Diagonal lines,0.049963969737291336
54,Diagonal lines,0.09495081752538681
55,Edges of objects,-0.007913671433925629
56,Faces,0.058994971215724945
57,Wooden objects,0.07915330678224564
58,Faces,0.2354627102613449
59,Car wheels,0.11161547154188156
60,Animals,0.3943839967250824
61,Items with designs,0.014457764104008675
62,Similar color patterns,0.08284329622983932
63,Wheels of an object,0.09902840107679367
64,Faces of animals,-0.13046513497829437
65,Faces,0.08280805498361588
66,Animal fur,0.27239322662353516
67,Diagonal lines,0.04842427000403404
68,Circles,0.03258449584245682
69,Triangular shapes,0.011794556863605976
70,Similar color patterns,0.08136069774627686
71,Circular objects,-0.001766068977303803
72,Circular objects,0.05312322825193405
73,Red objects,0.35368943214416504
74,Edges,0.07586616277694702
75,Circles,0.03199608251452446
76,Animals,0.011984411627054214
77,Black and white color combination,0.042103733867406845
78,Text and numbers,-0.008103768341243267
79,Brighter areas in objects,0.02642267942428589
80,Edges of objects,-0.03168830648064613
81,Beaks of birds,0.1437121033668518
82,Coffee machines,0.6255103945732117
83,Items with straight features,-0.08063844591379166
84,Similar color patterns,0.1412988156080246
85,Dog ears,0.08578617870807648
86,Circular objects,-0.004953783005475998
87,Curved lines,0.03814668953418732
88,Towers and spires,0.1638592630624771
89,Similar color patterns,0.028934480622410774
90,Black and white color combination,0.0647159218788147
91,Animals and circular objects,0.008079605177044868
92,Animals and flowers,0.07147685438394547
93,Circular objects,-0.01732238382101059
94,Birds and dogs,-0.06569094955921173
95,Animal heads,0.14343169331550598
96,Striped objects,0.006629148963838816
97,Animals and green objects,0.09990943223237991
98,Animal legs,-0.015041002072393894
99,Musical instruments,0.1073719933629036
100,Blue objects,0.19377528131008148
101,Animal necks,0.16296933591365814
102,Clothing,0.25341057777404785
103,Items with designs,-0.004655124619603157
104,Metal objects,0.06434164196252823
105,Clothing,0.20147709548473358
106,Beaks of birds,0.06264924257993698
107,Rounded objects,0.11927997320890427
108,The sky or walls,0.01643163338303566
109,Bras,0.025913389399647713
110,Bottles and domes,0.1309717446565628
111,The sky,0.08896380662918091
112,Vehicles,0.3226824402809143
113,Solid color of all objects,0.11596480011940002
114,Dog noses,0.12521618604660034
115,Faces of animals,0.025171339511871338
116,Metal hooks,0.014049790799617767
117,Curved lines,0.011250433512032032
118,Animal heads,-0.08280419558286667
119,Animal fur,0.10509546101093292
120,Dog heads,0.5777798891067505
121,Circular objects,0.07606914639472961
122,Red and orange objects,0.06165946274995804
123,Edges of objects,0.0034392564557492733
124,The corners of objects,-0.029814153909683228
125,Dog heads,0.05423817038536072
126,Circles,0.16754008829593658
127,Grids,0.12269555777311325
128,Similar patterns,-0.014582471922039986
129,Circles,0.09715926647186279
130,Similar color patterns,0.04323353245854378
131,Circular objects,-0.0004609371826518327
132,Blue objects,0.07128483057022095
133,Similar patterns,0.13195376098155975
134,Blue skies,0.009654472582042217
135,Circles,0.059615299105644226
136,Dog heads,0.07224603742361069
137,Green areas in picture,0.14475227892398834
138,Layered part of all objects,0.15656478703022003
139,Stripes,0.29797863960266113
140,Green objects,0.018639331683516502
141,Animal heads,0.09639590233564377
142,Stripes,0.12855668365955353
143,Nature,0.05774306133389473
144,Fur of animals,0.20772524178028107
145,Words,0.07021519541740417
146,Circular objects,0.15183080732822418
147,Faces of animals,0.09648163616657257
148,Rounded edges in pictures,0.14476732909679413
149,Animal heads,0.1558980643749237
150,Similar patterns,0.11785364151000977
151,Faces of people and animals,0.03841755911707878
152,Red and orange objects,0.006091373972594738
153,Circular objects,0.033974189311265945
154,Diagonal lines,-0.01559551153331995
155,Dog heads,0.042795807123184204
156,Rounded edges in pictures,-0.0392531119287014
157,The sky,0.06934604048728943
158,Balls,0.02107067219913006
159,Circular objects,0.06261366605758667
160,The sky or walls,0.10241669416427612
161,Brown dogs,-0.023881422355771065
162,Red and purple objects,0.22512495517730713
163,Similar color patterns,0.10785629600286484
164,Faces of animals,-0.009813046082854271
165,The sky or walls,0.0803854912519455
166,Bird beaks,0.1143285408616066
167,Edges of objects,0.14099054038524628
168,Rounded edges in pictures,0.00877461303025484
169,Mushroom caps,-2.0695188140962273e-05
170,Black and white objects,0.044540613889694214
171,Spots of the color white,-0.016678625717759132
172,Edges of teapots and mugs,0.04131036251783371
173,Rounded edges in pictures,0.01981310546398163
174,Bottles,0.1359458863735199
175,Rounded edges in pictures,0.03604862093925476
176,Circular objects,0.3069523572921753
177,Dog noses,0.07434511184692383
178,Red objects,0.09601791203022003
179,Diagonal lines,0.058744389563798904
180,Butterfly wings and other repeating lines,0.16849374771118164
181,Grids,0.16132909059524536
182,Animal heads,-0.02312592789530754
183,Brighter areas in objects,0.08836346119642258
184,Edges of objects,0.03709575533866882
185,Brighter areas in objects,0.10486499220132828
186,Animals,0.12882323563098907
187,Bird heads,0.02837984822690487
188,Similar patterns,-0.0062549118883907795
189,Dog noses,-0.028361253440380096
190,Items with designs,-0.048703573644161224
191,Metal objects,0.09766270220279694
192,Cylindrical objects,0.08983296900987625
193,Dog heads,-0.051876068115234375
194,Edges of objects,-0.029579145833849907
195,Animal eyes,-0.00557673117145896
196,Faces,0.0700562447309494
197,Dog heads,0.13640211522579193
198,The sky or walls,0.015690144151449203
199,Dog heads,0.36966103315353394
200,Circular objects,0.13371752202510834
201,Bugs,0.15299776196479797
202,Babies and white skin,0.15923534333705902
203,Edges of objects,-0.017541389912366867
204,Faces,0.0812932699918747
205,Animal ears,0.35637256503105164
206,Spots of the color white,0.015230472199618816
207,Similar color patterns,0.13378775119781494
208,Circles,0.06635097414255142
209,Stripes,0.06295942515134811
210,Wheels,0.20763343572616577
211,Dog heads,0.09898750483989716
212,Animals and yellow objects,0.07016246765851974
213,Animal legs,0.13703516125679016
214,Dog legs,0.15634942054748535
215,Edges of objects,0.06108134612441063
216,Written text,0.04315711557865143
217,Eyes of animals,0.02056092955172062
218,Circular objects,0.023451533168554306
219,Stripes,0.03840288892388344
220,Stripes,0.06021413579583168
221,Animals,0.23681241273880005
222,Red and blue objects,0.006524600554257631
223,Rounded edges in pictures,0.008270216174423695
224,Repeating lines and edges,0.09286760538816452
225,"Trees, sky and trees",0.2800750136375427
226,The sky or walls,0.0024227655958384275
227,Circular objects,0.12119247019290924
228,The color red,0.059968091547489166
229,Patterned objects,0.015157830901443958
230,Diagonal lines,0.05113009735941887
231,Circular objects,0.09965457022190094
232,Diagonal lines,0.014447273686528206
233,Rounded objects,0.02107876166701317
234,Circular objects,0.11028119176626205
235,People wearing hats,0.06136836111545563
236,Bugs,0.039534758776426315
237,Edges of objects,0.01479654386639595
238,Stripes,0.005706058349460363
239,The center of flowers,0.2858017086982727
240,Faces of things,0.07124138623476028
241,Vertical line pattern on objects,0.10767503827810287
242,Diagonal lines,0.1779015064239502
243,Faces,0.252325177192688
244,Words and letters,0.09466370940208435
245,Animals,0.2438279092311859
246,Faces of animals,0.1295134574174881
247,Red and orange objects,-0.005731786135584116
248,Red dots,0.08678504824638367
249,Vertical lines,0.10458312928676605
250,Diagonal lines,-0.022417187690734863
251,Circles,0.14118535816669464
252,Bowties,-0.0002328037953702733
253,Dog collars,0.2541681230068207
254,Rounded edges in pictures,0.0052878353744745255
255,Dog ears,0.061719659715890884
256,Rounded edges in pictures,0.002868789015337825
257,Faces,0.1253216415643692
258,Arches,0.19701308012008667
259,Stripes,0.09860263764858246
260,Edges of objects,-0.024989550933241844
261,Faces of animals,0.003942939918488264
262,Dog ears,0.03318219259381294
263,Circular objects,0.31761685013771057
264,Rounded edges in pictures,0.03672510012984276
265,Rounded edges in pictures,-0.009357789531350136
266,Dog heads,0.1370156854391098
267,Animal fur,0.17330040037631989
268,Colorful parts of objects,0.07654095441102982
269,People,0.12409291416406631
270,Musical instruments,0.10778526216745377
271,Dog ears,0.1565733551979065
272,Red and orange objects,0.04229709506034851
273,Circular objects,0.12152212113142014
274,Dog faces,0.3315337002277374
275,Circular objects,-0.006362817715853453
276,Black and white color of birds,0.07245082408189774
277,Rectangular objects,0.08975005894899368
278,Rounded edges in pictures,-0.05928386375308037
279,Edges of objects,-0.004290476907044649
280,Animals,-0.09890557825565338
281,Blue objects,0.08735060691833496
282,Noses and eyes,-0.09854672849178314
283,Similar patterns,0.10350040346384048
284,Dog heads,0.08271204680204391
285,Circles,0.07178541272878647
286,Curved lines,0.11501777172088623
287,Birds,0.1486457884311676
288,Animal heads,0.1710081398487091
289,Rounded objects,0.005987502634525299
290,Vertical lines,0.16455738246440887
291,Rounded edges in pictures,-0.0019463087664917111
292,The color green,0.1687222421169281
293,Circular objects,-0.01037650741636753
294,Rounded edges in pictures,-0.011556609533727169
295,Faces of things,0.12563155591487885
296,Animal fur,0.31080105900764465
297,Vertical lines,0.03948105499148369
298,Edges of objects,0.03272025287151337
299,Circular objects,0.07701761275529861
300,Diagonal lines,0.05755129083991051
301,Animal fur,0.14484862983226776
302,Car wheels,0.04651907831430435
303,Black dots,-0.016140883788466454
304,Dog heads,0.2579033374786377
305,Faces of things,0.04370909184217453
306,Human hands,0.07598687708377838
307,The sky,0.034799154847860336
308,Human hands,0.09539654850959778
309,Dog noses,0.1776890754699707
310,Red objects,0.10157868266105652
311,Rounded edges in pictures,-0.01424905750900507
312,Human and animal faces,-0.03079879842698574
313,Circular objects,0.029248060658574104
314,Dots,-0.018576476722955704
315,Edges of objects,-0.00564386323094368
316,Dog heads,0.07817231863737106
317,Butterflies and other animals,0.18833096325397491
318,Poles and sticks,0.027150381356477737
319,Rounded edges in pictures,-0.04426979273557663
320,Rounded objects,0.21037457883358002
321,Vehicles,0.26407891511917114
322,Metal objects,0.060602061450481415
323,Dog faces,0.014386847615242004
324,Similar color patterns,-0.03338757902383804
325,Similar patterns,-0.03653526306152344
326,Edges of objects,0.05426597595214844
327,Birds,0.16409167647361755
328,Center part of all objects,0.08671146631240845
329,Hands,0.07449037581682205
330,Spots of the color white,-0.01767732948064804
331,Text and numbers,0.01648014783859253
332,Blue objects,0.06340193748474121
333,Edges of objects,0.012432570569217205
334,Curved lines,-0.0013961698859930038
335,Circular objects,0.07281351834535599
336,Layered places,0.026163259521126747
337,Similar patterns,0.09096144139766693
338,Rounded edges in pictures,-0.011215230450034142
339,Yellow objects,0.29022014141082764
340,Edges of objects,-0.023113975301384926
341,Vertical lines,0.10690011084079742
342,Metal objects,0.0832633227109909
343,Circles,0.11649832874536514
344,The tops of objects,0.03670722246170044
345,Circular objects,0.10608626157045364
346,Rounded edges in pictures,-0.007254345808178186
347,Orange and yellow objects,0.17793507874011993
348,Stripes,0.03171180188655853
349,Rounded edges in pictures,-0.019701195880770683
350,Faces of people,0.0763501450419426
351,Flowers and fungi,0.05299185588955879
352,Circular objects,-0.0144755057990551
353,Circular objects,0.11631065607070923
354,Circular objects,0.048711955547332764
355,Noses and beaks,0.10560598224401474
356,Rounded edges in pictures,-0.03674303740262985
357,Animal eyes,-0.007667780388146639
358,Diagonal lines,0.12340708076953888
359,White areas,0.00040687088039703667
360,Curved lines,0.10359273105859756
361,Green objects,0.16831810772418976
362,Dog faces,0.28101158142089844
363,Birds,0.06556116789579391
364,Circular objects,0.1920672506093979
365,Metal hooks,0.0841996893286705
366,Buildings,0.30404022336006165
367,Rounded edges in pictures,0.0371369943022728
368,White backgrounds,0.08259737491607666
369,Eyes of animals,-0.06522514671087265
370,Food,0.25733646750450134
371,Diagonal lines,0.022531170397996902
372,The sky or walls,0.054733216762542725
373,The bottoms of windows,0.07219892740249634
374,Bird heads,0.051128000020980835
375,Dog heads,0.11482612788677216
376,Diagonal lines,-0.020408522337675095
377,Stripes,0.09384163469076157
378,Food,0.09725545346736908
379,Diagonal lines,-0.02907550521194935
380,Animals,0.23580780625343323
381,Dog heads,0.035100579261779785
382,Faces,0.05791368708014488
383,Rounded objects,0.006943978369235992
384,Circular objects,0.1333189606666565
385,Similar patterns,0.1699596345424652
386,Rectangular objects,0.16247937083244324
387,Rounded edges in pictures,0.002612025011330843
388,Black and white colored objects,0.08287590742111206
389,Animals,-0.1340818554162979
390,White areas,0.024864546954631805
391,Edges of objects,0.0373823419213295
392,Similar patterns,0.05735037848353386
393,Arches,0.20009911060333252
394,Metal objects,0.06148848682641983
395,Blue areas in pictures,0.159226655960083
396,Diagonal lines,-0.006050555035471916
397,Faces of people,0.04676142334938049
398,Dog heads,0.13620120286941528
399,Circular objects,0.05772458389401436
400,Dog noses,-0.05378398671746254
401,Beaks of birds,-0.03439267352223396
402,Grids,0.3444032669067383
403,Bugs,0.020112549886107445
404,Nature,0.050593502819538116
405,Dog ears,0.24248425662517548
406,Electronics,0.19668976962566376
407,Black and white color combination,-0.032074566930532455
408,Faces of people,0.053879160434007645
409,Round objects,0.0795680359005928
410,Diagonal lines,0.0477755144238472
411,Animals,0.1067047044634819
412,Bird beaks,0.03968165069818497
413,Animals,0.24048589169979095
414,The sky or walls,0.019122319296002388
415,Edges of objects,0.05019066110253334
416,People 's faces,0.2770642936229706
417,Rounded edges in pictures,-0.05148199200630188
418,Buses,0.24755199253559113
419,The sky,0.29449424147605896
420,Brick walls,0.27111443877220154
421,Diagonal lines,-0.008274460211396217
422,White backgrounds,-0.007294390816241503
423,Rounded edges in pictures,0.0044533624313771725
424,Human hands,0.05833260342478752
425,Animals,0.1546231508255005
426,Diagonal lines,0.110286645591259
427,Dog faces,0.1793929636478424
428,Dog heads,0.11142948269844055
429,Dog faces,0.048580482602119446
430,Animal ears,0.09147889167070389
431,Stripes,0.056428998708724976
432,Rounded objects,0.12167002260684967
433,Faces of animals,0.1461494266986847
434,People,0.13876047730445862
435,Grass and yellow flowers,0.15253308415412903
436,Circular objects,-0.04739673435688019
437,The color yellow,-0.013096624985337257
438,The corners of objects,0.050299763679504395
439,Faces of animals,-0.12408780306577682
440,Dogs and guinea pig,0.22374677658081055
441,Dog heads,0.1531904935836792
442,Dog ears,-0.014433745294809341
443,Straight lines,-0.0070678540505468845
444,Brighter areas in objects,-0.10734710842370987
445,Brighter areas in objects,-0.08233392238616943
446,Diagonal lines,0.0577155165374279
447,Items with circular features,-0.03531400486826897
448,Items that are knitted and cheetahs,0.007121263537555933
449,Red objects,0.05081256106495857
450,Blue skies,0.10614293813705444
451,Dog heads,0.09601923823356628
452,Rounded edges in pictures,0.022588329389691353
453,Birds,0.04860535264015198
454,Keyboards,0.10981184989213943
455,The sky,0.06856200844049454
456,Electronics,0.2194346785545349
457,Diagonal lines,-0.022349940612912178
458,Animals,-0.021310782060027122
459,Dogs,0.38578057289123535
460,Nature,0.23869816958904266
461,Edges of objects,0.05935265123844147
462,Animal fur,0.22169573605060577
463,People,0.17056076228618622
464,The color orange,0.06141918897628784
465,Balls and sectioned objects,0.05542773753404617
466,Metal objects,0.10237034410238266
467,The color red,0.3265678882598877
468,Animals,0.12611664831638336
469,Similar patterns,0.17866794764995575
470,Circles,0.2009880244731903
471,The center part of flowers,0.24614039063453674
472,Rounded edges in pictures,0.058762066066265106
473,Colorful parts of objects,0.15823106467723846
474,Red colored objects,0.23313266038894653
475,Circular objects,-0.012126773595809937
476,Beaks of birds,0.009367959573864937
477,Circles,0.043428294360637665
478,Faces of animals,0.1031363382935524
479,Birds and dogs,0.08620014041662216
480,Electronics,0.27157774567604065
481,The sky or walls,0.14029303193092346
482,Human hands,0.21426856517791748
483,Rounded edges in pictures,-0.00672850850969553
484,Animal heads,0.16438093781471252
485,"Person, animal",0.06776223331689835
486,Diagonal lines,-0.017240259796380997
487,Orange and red objects,-0.022264448925852776
488,Landscapes,0.4011807441711426
489,Stripes,0.02777598798274994
490,Edges of objects,0.13931633532047272
491,Spots of the color white,-0.07229623198509216
492,Nature,-0.14236731827259064
493,Animal eyes,0.05758662894368172
494,Spots of the color white,-0.006921866443008184
495,Metal objects,0.0740077942609787
496,Stripes,0.11532673239707947
497,Faces of things,0.023649226874113083
498,Numbers and letters,0.048158761113882065
499,Edges of objects,-0.12005915492773056
500,Birds and dogs,-0.0693657249212265
501,Animals,-0.04325956478714943
502,Orange and red objects,0.03324286639690399
503,Animal heads,0.03307338058948517
504,Metal hooks,0.033989548683166504
505,Repeating lines and edges,-0.04354865103960037
506,Faces of animals,0.07723446190357208
507,Metal objects,0.021915139630436897
508,Items with straight features,0.009203566238284111
509,Circular objects,0.03944084420800209
510,Dog heads,0.08698086440563202
511,Circular objects,0.031783781945705414
512,Edges of objects,-0.043142177164554596
513,Circular objects,0.048594601452350616
514,Circular objects,0.04748290777206421
515,Animal ears,0.36666250228881836
516,Similar color patterns,0.09601513296365738
517,Similar patterns,0.13769224286079407
518,Rounded edges in pictures,-0.024341898038983345
519,The ground,0.08297327160835266
520,Bowties,0.03085033781826496
521,Red objects,0.1051131933927536
522,Metal screws,0.04032399505376816
523,Circular objects,0.06481228768825531
524,Animal eyes,0.04176744446158409
525,Edges of objects,0.04669078812003136
526,Faces of people wearing hats,0.14026430249214172
527,Rounded objects,-0.018549377098679543
528,Items with circular features,0.00586746446788311
529,Food,0.28126636147499084
530,Rounded edges in pictures,-0.00013646692968904972
531,Rounded edges in pictures,0.042022932320833206
532,Rounded edges in pictures,-0.07525888085365295
533,Dogs,0.02391347661614418
534,Food,0.2562161684036255
535,Horizontal lines,0.12416041642427444
536,Stripes,0.10301841795444489
537,Rounded edges in pictures,-0.035608306527137756
538,Rounded edges in pictures,-0.0011542723514139652
539,Dog ears,0.07197517156600952
540,Animal legs,0.04088868945837021
541,Black and white text,0.044396817684173584
542,Rounded edges in pictures,0.017606519162654877
543,Bird wings,0.008353672921657562
544,Dogs,0.18611246347427368
545,Vertical lines,0.03506441414356232
546,Diagonal lines,0.12408341467380524
547,Diagonal lines,0.012229233048856258
548,Diagonal lines,0.07080359756946564
549,Circular objects,0.13306228816509247
550,Similar patterns,-0.012667959555983543
551,Faces of things,0.06769344955682755
552,Cylinders,0.09903993457555771
553,Faces of animals,0.07611123472452164
554,Diagonal lines,0.04292415827512741
555,The color green,0.08984039723873138
556,People 's faces,0.05480489507317543
557,Food,0.0629010796546936
558,Numbers and letters,0.012686708010733128
559,Hands of humans,0.09238559752702713
560,Faces,0.10109171271324158
561,Animal heads,0.12990795075893402
562,Animal noses,0.19315952062606812
563,Similar color patterns,0.04301969334483147
564,Red colored objects,0.04092365875840187
565,Horizontal lines,0.14019043743610382
566,Red and yellow objects,0.029190300032496452
567,Round objects,0.027003349736332893
568,Faces of people wearing hats,0.04621225968003273
569,Areas that contain yellow and yellow,0.013851169496774673
570,Faces,0.08299898356199265
571,Circles,0.06221739575266838
572,Orange areas in picture,0.08168943971395493
573,Circles,0.0546686127781868
574,Circular objects,0.07486371695995331
575,Electronics,0.08716747164726257
576,Circular objects,0.07494377344846725
577,Animal heads,0.021025465801358223
578,Circular objects,0.024586623534560204
579,Rectangular objects,0.03454115241765976
580,Beaks of birds,0.05543503537774086
581,Circles,0.07149554044008255
582,Diagonal lines,0.07700061053037643
583,Beaks,-0.10955832153558731
584,Metal objects,0.14074698090553284
585,Circles,0.004718226846307516
586,White skin,0.14440956711769104
587,Rounded edges in pictures,-0.046482812613248825
588,Edges of objects,0.08671737462282181
589,Faces,0.16322749853134155
590,Faces of people,0.01761278510093689
591,Blue and red lines,0.03276938945055008
592,"Sky, animal",0.10559535771608353
593,Green objects,0.0772382840514183
594,Birds,0.005107692908495665
595,Animals,0.20150049030780792
596,Areas of white,-0.0007844006759114563
597,Animal eyes,0.11938664317131042
598,Animals,0.053370922803878784
599,The sky,0.04209135100245476
600,Edges of objects,0.0018027916084975004
601,Diagonal lines,0.08352474123239517
602,Similar color patterns,0.10573342442512512
603,Striped objects,-0.0034684964921325445
604,Brighter areas in objects,0.0038713712710887194
