unit,description,sim correlation
0,Spots of the color white,-0.07069577276706696
1,Vertical lines,0.09296819567680359
2,The edges of things,0.008056933991611004
3,The area above a object,-0.0029555526562035084
4,Red and yellow dots,0.06310684978961945
5,Red and white colored objects,0.048838451504707336
6,Grids,0.13043339550495148
7,Red and orange dots,0.05406235530972481
8,Vertical lines,0.052056021988391876
9,Spots of the color white,-0.06700940430164337
10,Red colored objects,0.036906078457832336
11,Dots on curved and curved lines,-0.03258172795176506
12,Spots of the color white,-0.060994043946266174
13,The edges of things,-0.011483068577945232
14,Grass and sticks,0.00033727503614500165
15,Spots of the color white,-0.0847964957356453
16,Grates and stripes,0.08592548966407776
17,Spots of the color white and red,0.07195459306240082
18,Red and blue colored objects,0.06756043434143066
19,The area under a object,-0.02486952394247055
20,Words and letters,0.03766116127371788
21,Orange and yellow colors,0.18770815432071686
22,Horizontal lines,0.08045393973588943
23,Edges of objects,-0.031437866389751434
24,Stripes,-0.021741444244980812
25,Green areas in picture,0.04363212361931801
26,Birds,0.10041750967502594
27,Circular objects,0.028432225808501244
28,Red colored objects,0.06264486163854599
29,Spots of the color white,-0.04017253220081329
30,Horizontal lines,0.14228878915309906
31,Red and yellow dots,0.050150249153375626
32,Jack o lanterns,0.048919495195150375
33,Dots on curved objects,-0.08980432897806168
34,Spots of the color white,0.005332304164767265
35,The left side of objects,0.08437134325504303
36,Stripes,0.008333906531333923
37,Numbers and letters,-0.0008979467093013227
38,Stripes,0.10545219480991364
39,Horizontal lines,0.06898772716522217
40,Spots of the color white,-0.0339331179857254
41,Horizontal lines,-0.02498190477490425
42,Green areas in picture,-0.03327939659357071
43,Edges of objects,0.025287622585892677
44,Edges of objects,-0.06811993569135666
45,Black and white stripes,-0.000302434986224398
46,Red objects,0.24196209013462067
47,Spots of the color white,-0.031983841210603714
48,Circular objects,0.0031045100186020136
49,Spots of the color white,-0.017380619421601295
50,Red dots and lines,-0.015266545116901398
51,Specific patterns,0.011663412675261497
52,Edges of objects,0.10537845641374588
53,Stripes,0.043115369975566864
54,Red and white objects,0.06740774214267731
55,Diagonal lines,-0.056648723781108856
56,Spots of the color white,0.044696878641843796
57,Dots outlining objects,-0.007536332588642836
58,Layered places of objects,-0.0188564732670784
59,Animals,-0.046527594327926636
60,Purple objects,0.08529022336006165
61,Grids,0.14673373103141785
62,Spots of the color white,-0.03384286165237427
63,Yellow and red objects,0.28421881794929504
64,Pale spots,0.08205410838127136
65,Dots outlining objects,-0.048486821353435516
66,Red colored objects,0.17082951962947845
