unit,description,sim correlation
0,People 's faces,0.03718137368559837
1,Diagonal lines,-0.029405318200588226
2,The top of a tower,-0.06668655574321747
3,Vertical lines,0.06595386564731598
4,Vertical lines,0.12727417051792145
5,Green dots,0.1702968180179596
6,Green dots,0.20197078585624695
7,Horizontal lines,-0.058629896491765976
8,People posing,0.018009942024946213
9,People serving food,0.16685108840465546
10,Edges,-0.03981821611523628
11,Vertical lines,-0.09442427009344101
12,Dots on the corners,-0.07570404559373856
13,Diagonal lines,-0.057668525725603104
14,Diagonal lines,-0.0017242056783288717
15,The sky,-0.11399544030427933
16,Vertical lines,-0.14239324629306793
17,Bright lights,0.08618719130754471
18,The bottom of circles,-0.018123963847756386
19,Orange and red objects,0.16817182302474976
20,The area under a object,0.004577541258186102
21,Dots on the corners,0.032576676458120346
22,Horizontal lines,-0.1999523937702179
23,Circular objects,0.04176793247461319
24,Lights and the sky,-0.03945554792881012
25,Top of a building,-0.07124502211809158
26,Horizontal lines,-0.03796003758907318
27,Horizontal lines,0.09158197045326233
28,Horizontal lines,-0.20155103504657745
29,Dots on curved objects,0.008132371120154858
30,Dots on curved objects,-0.054145026952028275
31,Spots of the color white,-0.060235217213630676
32,Vertical lines,-0.06455972790718079
33,Spots of the color white,-0.006944218184798956
34,Vertical lines,-0.035331014543771744
35,Blue and red dots,0.03715740516781807
36,Colorful dots,0.026384148746728897
37,The top of circular objects,0.09107958525419235
38,Buildings and signs,0.07281402498483658
39,Dots on circles and circles,-0.05871168524026871
40,The area under a line,0.015488696284592152
41,Red and white colored objects,0.03505660593509674
42,Horizontal lines,-0.06764575839042664
43,Dots on lights,0.04651124030351639
44,White colored objects,0.033116113394498825
45,Circular objects,0.030875787138938904
46,Dots on the corners,-0.06128400191664696
47,Hockey players,-0.009669610299170017
48,Vertical lines,0.0429525189101696
49,Dots on the corners,0.013791313394904137
50,Small dots,-0.04070266708731651
51,Blue dots,-0.05535377189517021
52,Top of a building,-0.02532087080180645
53,Vertical lines,-0.12071851640939713
54,Circular objects,0.022299012169241905
55,Monkeys,-0.01751546747982502
56,The corners,0.03310766816139221
57,Spots of the color white,-0.05310259014368057
58,Blue and yellow dots,0.03271051123738289
59,The area under a object,0.037168487906455994
60,Plant life,0.3108580708503723
61,The ground,-0.2410833239555359
62,The tops of buildings,-0.04874364286661148
63,Small dots on the corners,-0.027779595926404
64,Edges of objects,0.05035557225346565
65,Striped clothing,0.012408721260726452
66,Dots on the corners,-0.02501601167023182
67,Vertical lines,-0.0013707645703107119
68,Dots on the corners,0.005426589399576187
69,Arches and circles,0.15676961839199066
70,Black and white stripes,-0.018185041844844818
71,The area under a object,-0.06649202108383179
72,The area under a object,0.09136736392974854
73,Top of kitchens,0.08605489879846573
74,Green and brown colored objects,0.021044688299298286
75,Horizontal lines,-0.07856569439172745
76,Diagonal lines,0.15116749703884125
77,The right side,0.01039939932525158
78,Vertical lines,-0.0013307944172993302
79,Signs and grids,0.01899341680109501
80,Flowers,0.1870979517698288
81,Lights,0.17028333246707916
82,Horizontal lines,-0.06124390289187431
83,Horizontal lines,-0.22179649770259857
84,Horizontal lines,0.13773836195468903
85,Blue dots,0.0006782349082641304
86,Diagonal lines,0.004976096097379923
87,Vertical lines,0.123885378241539
88,Vertical lines,0.03023502789437771
89,Yellow dots,0.1561518907546997
90,Black and white colored objects,-0.013300556689500809
91,Circular objects,0.10037141293287277
92,Blue dots on everyday objects,0.017293483018875122
93,Dots on the corners,0.020135274156928062
94,Blue dots,0.020646454766392708
95,White dots on corners,0.013568603433668613
96,Words and grids,0.04852021858096123
97,The left side of the object,-0.0746103972196579
98,Horizontal lines,-0.02855830267071724
99,Red dots,0.17700932919979095
100,People 's faces,0.018438829109072685
101,Red and white colored objects,0.061072852462530136
102,Vertical lines,-0.07275993376970291
103,Circular objects,0.022107740864157677
104,Buildings,0.11341992765665054
105,Dots on the corners,0.06367890536785126
106,Red dots,0.10009121149778366
107,Fluorescent blue and purples,0.21873202919960022
108,Horizontal lines,-0.056973136961460114
109,Dots on the corners,-0.03179863840341568
110,Small dots on the corners,-0.047898903489112854
111,People,0.015519841574132442
112,Green colored objects,0.047989197075366974
113,The color green,0.20769278705120087
114,Blue dots,0.12767745554447174
115,Green colored objects,0.022276142612099648
116,White dots outlining objects,-0.029945602640509605
117,Vertical lines,-0.07348582148551941
118,Vertical lines,0.028728298842906952
119,Athletes,0.22673815488815308
120,Dots on the corners,-0.0451362282037735
121,Colorful dots,0.05242941901087761
122,Spots of the color white,-0.07995855063199997
123,The area under a object,-0.030162053182721138
124,Circular objects,-0.034903932362794876
125,Vertical lines,0.051054447889328
126,Red and white colored objects,0.07965118438005447
127,Vertical lines,-0.01292289700359106
