unit,description,sim correlation
0,reception,0.2774214744567871
1,shop window,0.2839796543121338
2,water,0.3422851860523224
3,auditorium,0.30828857421875
4,dining room,0.20492592453956604
5,slum,0.10112185031175613
6,"gazebo, exterior",0.1761644184589386
7,vineyard,0.45502597093582153
8,plant,0.41943418979644775
9,ball pit,0.1288527399301529
10,highway,0.21129858493804932
11,person,0.06410228461027145
12,dining room,0.07387225329875946
13,islet,0.25985971093177795
14,fence,0.13296541571617126
15,operating room,0.35142621397972107
16,"ice skating rink, indoor",0.20026430487632751
17,conference room,0.31843918561935425
18,car,0.3042726218700409
19,bakeryhop,0.09558956325054169
20,house,0.18205749988555908
21,bookcase,0.1568683236837387
22,river,0.3321549892425537
23,kitchen,0.2607402801513672
24,fireplace,0.23005332052707672
25,corridor,0.3478794991970062
26,aqueduct,0.2594698369503021
27,cockpit,0.08827359974384308
28,alley,0.16910937428474426
29,house,0.5658761858940125
30,"balcony, interior",0.20362980663776398
31,pool table,0.08377066999673843
32,red color,0.22399823367595673
33,badlands,0.34665974974632263
34,bed,0.27087509632110596
35,wheel,0.007698400877416134
36,boat,0.3209996223449707
37,dog,0.07749753445386887
38,airplane,0.0947367399930954
39,bed,0.08160637319087982
40,cockpit,0.26737672090530396
41,butchers shop,0.29654863476753235
42,bed,0.465450644493103
43,playground,0.34347498416900635
44,washer,0.1624443084001541
45,house,0.5061548352241516
46,"poolroom, home",0.024539845064282417
47,road,0.05804573744535446
48,sink,0.27775248885154724
49,conference room,0.2809102535247803
50,cemetery,0.3166038990020752
51,reception,0.2589331567287445
52,cracked,0.14411941170692444
53,lined,0.07367122918367386
54,airport terminal,0.17488893866539001
55,kasbah,0.16374827921390533
56,dining room,0.3797850012779236
57,porous,0.15256361663341522
58,gas station,0.12074972689151764
59,airplane,0.2553224563598633
60,locker room,0.21576352417469025
61,airplane,0.17723046243190765
62,dog,0.10714385658502579
63,boxing ring,0.27004262804985046
64,"poolroom, home",0.08356373757123947
65,fence,0.03986319899559021
66,bus interior,0.31728890538215637
67,park,0.31704825162887573
68,classroom,0.47680696845054626
69,shed,0.19928862154483795
70,paisley,0.16421069204807281
71,lobby,0.23081479966640472
