unit,description,sim correlation
0,green color,-0.010446707718074322
1,perforated,-0.10304933786392212
2,dotted,-0.017510976642370224
3,studded,-0.04303760081529617
4,chequered,-0.07753249257802963
5,striped,0.0318608358502388
6,zigzagged,0.06724019348621368
7,red color,0.06979358941316605
8,red color,0.19100891053676605
9,ball pit,0.12067458778619766
10,perforated,-0.07629837095737457
11,orange color,0.1266191303730011
12,dotted,-0.0030585364438593388
13,chequered,-0.035566192120313644
14,white color,-0.05607804283499718
15,blue color,-0.045101772993803024
16,chequered,-0.05920984223484993
17,black color,0.07367198169231415
18,chequered,-0.014835430309176445
19,perforated,0.04122462123632431
20,pink color,0.033014923334121704
21,head,0.09632474184036255
22,veined,0.10106030106544495
23,blue color,0.17223961651325226
24,banded,-0.0012106510112062097
25,lined,-0.0402233861386776
26,perforated,-0.03151455521583557
27,dotted,-0.09892429411411285
28,chequered,-0.01558854803442955
29,"polka, dotted",0.024156130850315094
30,grid,0.03958234190940857
31,white color,0.11216205358505249
32,grid,0.04658324643969536
33,sky,-0.02381497249007225
34,red color,0.18853585422039032
35,waffled,0.020041927695274353
36,perforated,-0.015676531940698624
37,zigzagged,-0.1170564740896225
38,zigzagged,-0.05489669367671013
39,grid,0.04804437234997749
40,white color,0.04037715122103691
41,chequered,-0.003835385199636221
42,blue color,0.11443623155355453
43,grid,0.11683514714241028
44,chequered,-0.024237103760242462
45,red color,0.22540068626403809
46,grid,0.021693959832191467
47,zigzagged,0.00688651017844677
48,grid,0.023682845756411552
49,zigzagged,0.1466803401708603
50,perforated,-0.05050564929842949
51,zigzagged,-0.07009787857532501
52,lacelike,0.08271803706884384
53,chequered,-0.04295150190591812
54,perforated,-0.04516483098268509
55,banded,0.03456096351146698
56,perforated,-0.0764629915356636
57,perforated,-0.03567364439368248
58,"polka, dotted",0.052017953246831894
59,yellow color,0.13119404017925262
60,perforated,0.02829478681087494
61,grid,0.05707234516739845
62,zigzagged,0.04491252824664116
63,chequered,-0.010822335258126259
