layer,unit,val correlation,weight0,concept0,weight1,concept1,weight2,concept2,weight3,concept3,weight4,concept4,weight5,concept5,weight6,concept6,weight7,concept7,weight8,concept8,weight9,concept9,bias,sim correlation
layer4,0,0.354770972,1.7827812,reception,1.5754403,wet bar,1.3893043,kitchen,0.9374635,bar,0.9342428,galley,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.410214067,0.4174920916557312
layer4,1,0.370402471,2.4623828,toyshop,2.3178413,shopfront,1.8698806,"general store, indoor",1.8506017,"general store, outdoor",1.7969528,"diner, outdoor",1.5468287,"bazaar, outdoor",1.2926334,hardware store,0.0,0,0.0,0,0,0,0.493872494,0.49145376682281494
layer4,2,0.372714226,1.8565257,lagoon,1.5579427,pizzeria,1.358991,"swimming pool, outdoor",1.3475202,marsh,1.2994332,beach,1.2891427,water park,0.0,0,0.0,0,0.0,0,0,0,0.519234598,0.43726682662963867
layer4,3,0.369462655,2.2867625,home theater,2.2660816,"movie theater, indoor",1.6171966,conference center,1.4988035,auditorium,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.453575075,0.3864421844482422
layer4,4,0.267344104,1.6525067,courthouse,1.4388181,banquet hall,1.318062,nursing home,1.2721491,entrance hall,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.573803067,0.37252721190452576
layer4,5,0.226376104,1.1460603,storage room,0.91527164,slum,0.73209447,bookstore,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.470989406,0.3003924787044525
layer4,6,0.286152988,1.5183121,volcano,1.3366959,"gazebo, exterior",1.174044,islet,1.1337315,pizzeria,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.507430792,0.2875875234603882
layer4,7,0.434860853,3.0985463,vineyard,1.91969,corn field,1.7120674,orchard,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.418030232,0.4962446689605713
layer4,8,0.482730415,3.2367108,"florist shop, indoor",2.7791348,"greenhouse, indoor",2.3348894,vegetable garden,2.251037,roof garden,2.1281474,"greenhouse, outdoor",1.257877,botanical garden,0.0,0,0.0,0,0.0,0,0,0,0.548180759,0.4109640419483185
layer4,9,0.245647408,1.9412895,ball pit,1.7617846,rice paddy,1.1633486,playroom,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.560940087,0.18517863750457764
layer4,10,0.337789455,1.6858131,volcano,1.647772,desert road,1.6390566,soccer field,1.3536144,wheat field,1.2812256,"field, cultivated",1.1761311,"desert, sand",1.0468867,highway,0.0,0,0.0,0,0,0,0.525201917,0.42414525151252747
layer4,11,0.267353837,1.6587101,legislative chamber,1.6101208,nursing home,0.6451126,classroom,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.454021186,0.16824831068515778
layer4,12,0.331345447,1.3320246,throne room,1.2408599,pizzeria,1.2098306,tree house,1.1199024,grotto,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.529707968,0.2751910090446472
layer4,13,0.349850603,2.1689901,grotto,1.6949967,islet,1.0639759,lagoon,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.52764082,0.36422649025917053
layer4,14,0.371399423,2.9461033,boxing ring,2.9159222,corral,2.3192813,"arena, rodeo",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.572826564,0.4222375750541687
layer4,15,0.328373539,3.8820105,operating room,2.5750222,hospital room,1.2786647,bedroom,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.511635303,0.39053404331207275
layer4,16,0.451933527,2.6454363,martial arts gym,2.1649938,"arena, hockey",2.0588818,boxing ring,2.046864,"ice skating rink, indoor",2.0268676,"basketball court, indoor",1.7709734,"arena, performance",1.4917127,"hangar, indoor",1.3751066,orchestra pit,0.0,0,0,0,0.518316865,0.43215644359588623
layer4,17,0.404737082,2.0128262,legislative chamber,1.9722918,auditorium,1.961149,conference center,1.5058063,"movie theater, indoor",1.3679672,conference room,1.2518171,orchestra pit,0.0,0,0.0,0,0.0,0,0,0,0.565358996,0.35909953713417053
layer4,18,0.325723373,1.8980584,badlands,1.8855004,auto showroom,1.5229703,snowfield,1.3053911,amusement arcade,0.9521031,campsite,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.618087232,0.3439270257949829
layer4,19,0.415261348,2.1944563,"bakery, shop",2.0027773,pizzeria,1.8912461,delicatessen,1.3467399,restaurant kitchen,1.2461814,islet,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.444069684,0.22384235262870789
layer4,20,0.232017875,1.6439897,motel,0.7538227,chalet,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.51494658,0.3022683262825012
layer4,21,0.361168911,2.2706075,fire station,1.3305316,bookstore,1.2196091,drugstore,1.0490947,"library, indoor",1.0197486,"general store, outdoor",0.75859654,hardware store,0.0,0,0.0,0,0.0,0,0,0,0.444338977,0.44102033972740173
layer4,22,0.369903488,2.3472228,raft,2.0031462,creek,1.8873338,mountain path,1.6165534,waterfall,1.5143367,forest road,1.4320737,hot spring,0.0,0,0.0,0,0.0,0,0,0,0.624188006,0.4379175305366516
layer4,23,0.300587542,1.9515324,galley,1.207342,"bus station, indoor",1.0345503,office cubicles,0.9754234,youth hostel,0.94702935,train interior,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.549497187,0.2805119752883911
layer4,24,0.468049445,2.3164725,bedchamber,1.9170893,throne room,1.8569467,wet bar,1.80662,bedroom,1.7782396,alcove,1.7270159,entrance hall,1.6330054,dining room,1.6239661,living room,1.298143,hotel room,0,0,0.488423198,0.45826271176338196
layer4,25,0.354288412,2.0899098,corridor,1.6632267,jail cell,1.4884449,shower,1.374648,utility room,1.2636172,bathroom,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.542819917,0.4533327519893646
layer4,26,0.179179975,1.710547,aqueduct,1.015765,cemetery,0.5585019,"jacuzzi, indoor",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.400234312,0.2947061359882355
layer4,27,0.21007036,1.7700064,wave,0.86904675,ski slope,0.792402,cockpit,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.486615747,0.2388121485710144
layer4,28,0.233127328,1.6839112,medina,1.6342822,kasbah,0.79719776,waiting room,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.492483109,0.19766776263713837
layer4,29,0.33679935,2.2833533,"inn, outdoor",1.8840959,schoolhouse,1.811214,"general store, outdoor",1.7341158,mansion,1.6334162,manufactured home,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.592980742,0.42700836062431335
layer4,30,0.327177111,3.4188468,"balcony, interior",1.5423962,dining room,1.3422354,patio,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.53200686,0.24997471272945404
layer4,31,0.355045789,1.5917536,orchestra pit,1.5286642,discotheque,1.3162572,natural history museum,1.3122181,aquarium,1.2893536,television studio,1.2645329,physics laboratory,1.075581,biology laboratory,0.0,0,0.0,0,0,0,0.559625685,0.2641516327857971
layer4,32,0.303707568,2.1548526,bullring,2.1251395,fire station,0.9831387,fabric store,0.78223056,throne room,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.503663063,0.22537513077259064
layer4,33,0.440756406,2.397451,badlands,1.7357296,"desert, vegetation",1.6193209,"desert, sand",1.5769643,desert road,1.5042331,butte,1.4234806,canyon,0.0,0,0.0,0,0.0,0,0,0,0.478795797,0.4721813499927521
layer4,34,0.330187098,1.7949048,youth hostel,1.4600176,bedroom,1.3611225,galley,1.2305888,dining room,1.1883935,living room,1.0973583,television room,0.0,0,0.0,0,0.0,0,0,0,0.519618332,0.33232560753822327
layer4,35,0.217419645,1.3307966,forest road,1.308533,"desert, vegetation",1.0592796,marsh,1.0175546,"swimming pool, outdoor",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.734202504,0.2701205611228943
layer4,36,0.370512289,2.332409,oilrig,2.0566483,boat deck,1.8268254,"hangar, indoor",1.6278614,engine room,1.3267446,assembly line,1.2287685,physics laboratory,0.0,0,0.0,0,0.0,0,0,0,0.532313108,0.3427810072898865
layer4,37,0.338401146,2.159931,operating room,1.816348,berth,1.738689,veterinarians office,1.6290263,train interior,0.95660734,martial arts gym,0.8587919,bedroom,0.0,0,0.0,0,0.0,0,0,0,0.481810242,0.3170086443424225
layer4,38,0.362791873,2.106335,bullring,1.8598839,soccer field,1.7147914,"stadium, soccer",1.5979526,baseball field,1.5072036,"stadium, baseball",0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.565666616,0.3108813464641571
layer4,39,0.202842772,1.3841498,"swimming pool, outdoor",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.576035976,0.16936519742012024
layer4,40,0.370167783,2.2435777,cockpit,1.6097515,server room,1.5112582,bar,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.537032664,0.35441750288009644
layer4,41,0.34340343,2.8415227,butchers shop,1.202895,butte,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.438919127,0.29845887422561646
layer4,42,0.512683732,2.9906707,bedroom,2.9276917,youth hostel,2.679718,hotel room,1.731496,berth,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.469302714,0.35984736680984497
layer4,43,0.431880499,2.610997,sandbox,2.5781953,ball pit,2.1259909,carrousel,1.985499,raft,1.4556882,amusement park,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.542969942,0.43919023871421814
layer4,44,0.313164818,1.9242053,trench,1.6774476,waterfall,1.6083236,crevasse,1.5571245,laundromat,1.3223106,dam,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.520890057,0.34537091851234436
layer4,45,0.482141906,2.241563,oast house,1.9397141,chalet,1.8862679,cottage,1.6196928,barn,1.4873745,"cabin, outdoor",1.3730706,house,1.2821207,schoolhouse,1.231402,ski resort,0.0,0,0,0,0.431524664,0.6039603352546692
layer4,46,0.316040777,1.8602833,amusement arcade,1.6810498,laundromat,0.8025938,cockpit,0.7460999,airfield,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.418207765,0.27604398131370544
layer4,47,0.413240748,2.3518076,"athletic field, outdoor",2.062361,football field,2.0010335,soccer field,1.9919207,baseball field,1.5667188,"stadium, baseball",1.4414449,"stadium, soccer",1.394509,campus,0.0,0,0.0,0,0,0,0.581598461,0.3533572852611542
