layer,unit,val correlation,weight0,concept0,weight1,concept1,weight2,concept2,weight3,concept3,weight4,concept4,weight5,concept5,weight6,concept6,weight7,concept7,weight8,concept8,weight9,concept9,bias,sim correlation,sim ablation(optim),sim ablation(norm)
layer4,345,0.340621701,1.3425825,fungus,1.1913447,geological formation,0.61628014,structure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69258219,0.235832036,0.01684159,0.012414932
layer4,346,0.229954148,2.3978074,nematode,1.2866579,source of illumination,0.42231297,musical instrument,0.18921195,diapsid,0,0,0,0,0,0,0,0,0,0,0,0,0.61851418,0.262346059,0.030499876,0.02286166
layer4,347,0.410749715,2.9068892,hay,1.7699064,thatched roof,1.3709618,farm machine,0.32302868,hunting dog,0,0,0,0,0,0,0,0,0,0,0,0,0.43488574,0.3752051,0.086187541,0.077162504
layer4,348,0.386297917,1.6345819,mosquito net,1.5039166,abaya,0.48709476,oscine,0.31729096,clothing,0.23858446,arthropod,0,0,0,0,0,0,0,0,0,0,0.420217425,0.278712988,0.028025329,0.027653813
layer4,349,0.347776691,1.4851037,dhole,1.4407073,china cabinet,1.4064038,entertainment center,0.470659,furniture,0.2531836,mammal,0.14091913,artifact,0,0,0,0,0,0,0,0,0.316849649,0.295841813,0.038518429,0.030391693
layer4,350,0.296370433,1.2763821,breathing device,1.0685186,loupe magnifying glass,0.9829489,mask,0.97641176,spiral or coil,0.09394961,instrumentality,0,0,0,0,0,0,0,0,0,0,0.356433094,0.270755023,0.02748543,0.001265466
layer4,351,0.383684715,1.4534775,gyromitra,1.1284347,horse chestnut seed,1.0726494,solanaceous vegetable,0.47366908,sporting dog,0.38297775,solid,0.3391915,hound,0,0,0,0,0,0,0,0,0.315012991,0.256560177,0.039316952,0.022248149
layer4,352,0.371763215,2.0818794,mosquito net,1.1747022,sulphur-crested cockatoo,0.99277425,baby bed,0.8558891,lab coat,0.12256521,dog,0,0,0,0,0,0,0,0,0,0,0.324969471,0.337195516,0.044308007,0.03599292
layer4,353,0.421352004,2.7902417,hair wig,2.223703,feather boa,1.4814382,orangutan,0.8002726,primate,0.40234137,dog,0,0,0,0,0,0,0,0,0,0,0.424462259,0.388968676,0.088047683,0.078160286
layer4,354,0.339692412,2.369059,Komondor,1.4252523,Old English Sheepdog,0.555593,gastropod,0.5295406,terrier,0.34757474,aquatic bird,0,0,0,0,0,0,0,0,0,0,0.382313371,0.323227555,0.074673712,0.05547899
layer4,355,0.34243029,1.7091259,sandwich,1.3346242,bag,1.0227569,baby bed,0.5545548,clothing,0,0,0,0,0,0,0,0,0,0,0,0,0.587759972,0.300448179,0.049742103,0.055590332
layer4,356,0.262251487,1.3726207,zebra,1.0962363,spiral or coil,0.7536877,bread,0.24716727,invertebrate,0,0,0,0,0,0,0,0,0,0,0,0,0.543676376,0.228920117,0.023370266,0.023151577
layer4,357,0.457574759,1.2890645,horse chestnut seed,0.8587873,arthropod,0.81540555,wading bird,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401171327,0.40767619,0.088283777,0.087322891
layer4,358,0.329583605,1.4299175,Vizsla,1.277898,Weimaraner,0.39821076,primate,0.35296264,equipment,0,0,0,0,0,0,0,0,0,0,0,0,0.359821349,0.266338527,0.033038199,0.0303936
layer4,359,0.35867581,0.96330357,wall clock,0.89447993,metal nail,0.6997966,measuring instrument,0.4798748,wading bird,0.34205967,craft,0,0,0,0,0,0,0,0,0,0,0.426409781,0.27104634,0.027867556,0.013549268
layer4,360,0.2622605,2.6118963,bottle cap,1.2862824,crocodilian reptile,1.1928116,horse chestnut seed,0.7782109,decapod crustacean,0,0,0,0,0,0,0,0,0,0,0,0,0.49195984,0.216961309,0.003052115,-0.030238986
layer4,361,0.195328588,0.5592762,comic book,0.2680069,bag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258378714,0.136156335,0.007677615,0.008155465
layer4,362,0.338768383,1.2445204,odonate,0.5856768,shorebird,0.57796127,oscine,0.26189244,instrument,0.1268488,artifact,0,0,0,0,0,0,0,0,0,0,0.323837847,0.183412239,0.012069046,0.006208539
layer4,363,0.282511243,1.0678011,rickshaw,0.7745439,hippopotamus,0.73138374,turtle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357856154,0.197438017,0.03000772,0.010033786
layer4,364,0.522627852,3.2198238,basketball,2.750806,volleyball,2.2219143,gymnastic apparatus,0.29371944,dog,0,0,0,0,0,0,0,0,0,0,0,0,0.371205211,0.44103393,0.068890154,0.024475694
layer4,365,0.287438635,1.71343,window screen,0.92724645,screen,0.13487422,artifact,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.489494354,0.242476508,0.021183074,0.031170726
layer4,366,0.320990083,0.36899,implement,0.23714861,clothing,0.1626681,artifact,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372689277,0.131615624,0.00077194,0.00547117
layer4,367,0.308662965,1.8535955,ruler measuring stick,1.3057407,envelope,0.15415277,artifact,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383858323,0.171458989,0.031698763,0.040697753
layer4,368,0.414129994,2.9716759,swine,2.8334262,three-toed sloth,0.67026126,primate,0.16930385,vertebrate,0,0,0,0,0,0,0,0,0,0,0,0,0.467891157,0.347646683,0.083533466,0.070792854
layer4,369,0.26630006,1.6933622,indigo bunting,1.2360588,swimming cap,0.9970507,corvine bird,0.90765655,gymnastic apparatus,0.14605017,instrumentality,0,0,0,0,0,0,0,0,0,0,0.434546411,0.149680808,0.013272464,0.005339086
layer4,370,0.472971425,2.5127773,crockery,1.8415534,glass,1.0648351,food,0.491557,vessel,0,0,0,0,0,0,0,0,0,0,0,0,0.550505817,0.406861424,0.069485545,0.080188513
layer4,371,0.317818784,1.7810539,chain mail,1.57369,drilling rig,1.477772,radio telescope,1.1580305,space shuttle,0.22790352,structure,0,0,0,0,0,0,0,0,0,0,0.45236513,0.249797821,0.008773029,-0.001916289
layer4,372,0.403326195,1.9499589,Pickelhaube,1.3794879,altar,1.0903677,place of worship,0.8758799,gown,0.13719836,artifact,0,0,0,0,0,0,0,0,0,0,0.343488336,0.306508094,0.068006456,0.056660771
layer4,373,0.294229628,1.3720165,odonate,1.3650985,corn,0.6500167,ape,0.084507756,animal,0,0,0,0,0,0,0,0,0,0,0,0,0.387010008,0.297682375,0.024282157,0.016427338
layer4,374,0.412460595,1.3978522,elephant,1.2691733,viaduct,0.81234,geological formation,0.73023015,ungulate,0.26407602,structure,0,0,0,0,0,0,0,0,0,0,0.421118945,0.305032551,0.029392779,0.005026102
layer4,375,0.294395684,0.7906676,crash helmet,0.7070245,Papillon,0.6149649,lemur,0.47882986,photocopier,0.39817733,hummingbird,0.09027985,bird,0,0,0,0,0,0,0,0,0.256564319,0.217891037,0.028839707,0.005200863
layer4,376,0.503016161,0.5605192,car,0.5203588,furnishing,0.49663055,dog,0.12629119,artifact,0,0,0,0,0,0,0,0,0,0,0,0,0.223492086,0.429763794,0.066916823,0.105316639
layer4,377,0.432179611,1.4733926,bowl,1.4508584,decapod crustacean,0.67228705,food,0.2415513,commodity,0,0,0,0,0,0,0,0,0,0,0,0,0.49775809,0.325019151,0.053284049,0.052058935
layer4,378,0.391749005,0.954813,leporid,0.85524726,starches,0.50155634,substance,0.10693467,organism,0,0,0,0,0,0,0,0,0,0,0,0,0.29690823,0.201315954,0.022122562,0.017442286
layer4,379,0.352346993,2.1549294,baseball player,1.8304626,red admiral butterfly,1.6344126,helmet,1.3881279,game bird,0,0,0,0,0,0,0,0,0,0,0,0,0.460615903,0.335253358,0.042654634,0.032714248
layer4,380,0.383672923,1.9052294,croquet ball,0.7155254,dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.541089356,0.386246979,0.072446048,0.077057779
layer4,381,0.268741104,1.1051868,pen,0.9473401,ruler measuring stick,0.5394399,toiletry,0.53106296,bottle,0.4022699,substance,0,0,0,0,0,0,0,0,0,0,0.422418892,0.293391049,0.040797412,0.055924475
layer4,382,0.48267718,2.609175,safe,2.3622704,whistle,1.964874,stork,1.2899345,measuring instrument,0.3960247,canine,0,0,0,0,0,0,0,0,0,0,0.416392505,0.334994286,0.070036948,0.027074695
layer4,383,0.506504216,3.3345847,military hat (bearskin or shako),2.6650655,Newfoundland dog,2.5035453,Groenendael dog,2.4883354,bison,1.8770136,bear,0.8316983,primate,0,0,0,0,0,0,0,0,0.489918798,0.440464765,0.106067061,0.10866183
layer4,384,0.520289825,2.0716455,antelope,1.0611151,fox,0.71298456,produce,0.5763733,bird,0.5655366,primate,0,0,0,0,0,0,0,0,0,0,0.365079284,0.470334709,0.134215593,0.119121909
layer4,385,0.36188353,1.2596016,photocopier,0.9947171,scabbard,0.42013457,snake,0.22428435,implement,0.2044909,bird,0,0,0,0,0,0,0,0,0,0,0.331785828,0.249382064,0.018172801,0.002335131
layer4,386,0.365956025,1.80179,handkerchief,1.4837067,T-shirt,1.335911,pillow,0.7364145,toy dog,0.7262653,domestic cat,0,0,0,0,0,0,0,0,0,0,0.388462365,0.281370342,0.049597502,0.049169302
layer4,387,0.497154539,2.1017973,Bedlington Terrier,1.71155,poodle,0.751937,musteline mammal,0.32100868,mammal,0,0,0,0,0,0,0,0,0,0,0,0,0.346767277,0.474737883,0.122197688,0.102939487
layer4,388,0.42297539,2.2943244,picket fence,0.77845985,game equipment,0.72370666,carnivore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.620485127,0.169131055,0.022151768,0.01394546
layer4,389,0.322699701,2.6780744,cliff dwelling,0.7302388,diapsid,0.64470696,ungulate,0.1677974,animal,0,0,0,0,0,0,0,0,0,0,0,0,0.563322663,0.244714364,0.036196053,0.029181004
layer4,390,0.362655126,1.9575397,disc brake,1.5351924,triceratops,1.1801779,photocopier,0.6447222,military vehicle,0.51946944,bony fish,0.42648864,electronic equipment,0.13762935,artifact,0,0,0,0,0,0,0.346764565,0.295370281,0.019081473,0.020556152
layer4,391,0.315180075,2.1557634,tent,1.5300776,sleeping bag,0.41881326,bird,0.21751659,conveyance,0.1919787,domestic animal,0,0,0,0,0,0,0,0,0,0,0.390069038,0.250087291,0.015198827,0.008320749
layer4,392,0.267173314,1.1668116,common sorrel horse,0.82174873,swimsuit,0.39913222,bovid,0.25317898,hound,0,0,0,0,0,0,0,0,0,0,0,0,0.315614164,0.229978621,0.045030951,0.028574467
layer4,393,0.336012992,2.4732666,cheetah,2.2440138,thimble,1.9420227,acorn,1.3901623,telephone,0.8186897,snake,0,0,0,0,0,0,0,0,0,0,0.534727871,0.274814367,0.029620171,-0.012058496
layer4,394,0.290866129,1.7462925,echidna,1.692615,dust jacket,1.2682338,comic book,0.17599243,artifact,0,0,0,0,0,0,0,0,0,0,0,0,0.394646227,0.143754154,0.006214201,0.017214656
layer4,395,0.425798016,2.0458474,gymnastic apparatus,0.47648302,sporting dog,0.34976637,conveyance,0.21190941,canine,0,0,0,0,0,0,0,0,0,0,0,0,0.339471698,0.366478831,0.065046906,0.049891531
layer4,396,0.379163601,4.3180943,necklace,2.5790734,knot,1.8892426,chain mail,1.8629383,scorpion,0,0,0,0,0,0,0,0,0,0,0,0,0.563029885,0.382384539,0.086563587,0.072755098
layer4,397,0.352007768,0.99178666,swimming cap,0.97476155,aquatic mammal,0.7385789,sea turtle,0.6641855,snake,0.38848367,musteline mammal,0,0,0,0,0,0,0,0,0,0,0.39447099,0.355583549,0.063083112,0.042720377
layer4,398,0.254796395,1.4175322,planetarium,0.22976296,ball,0.08893636,instrumentality,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353428423,0.168362632,0.004511714,0.005719185
layer4,399,0.303620184,1.3181604,peafowl,1.1687107,chiton,0.46170053,musteline mammal,0.09975844,animal,0,0,0,0,0,0,0,0,0,0,0,0,0.331855506,0.295214891,0.044346869,0.032835364
layer4,400,0.348387757,1.0805782,Curly-coated Retriever,1.0587212,cherimoya (custard apple),0.1953084,vertebrate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277267814,0.230101645,0.023355246,0.016385913
layer4,401,0.320192769,2.2823215,window screen,1.5930184,shopping cart,0.78183573,keyboard instrument,0.14090948,artifact,0,0,0,0,0,0,0,0,0,0,0,0,0.316889942,0.289811939,0.032137513,0.023532748
layer4,402,0.419395489,1.3255132,power tool,0.9945659,bottle,0.46481246,motor vehicle,0.25451973,instrumentality,0,0,0,0,0,0,0,0,0,0,0,0,0.371122658,0.339217335,0.034391224,0.034981966
layer4,403,0.520592779,3.523356,trilobite,2.3743045,elephant,2.3203783,tusker,1.3096958,turtle,0.32542655,reptile,0.31943634,bird,0,0,0,0,0,0,0,0,0.379120111,0.486843973,0.136911511,0.131480873
layer4,404,0.46761071,2.4173315,lab coat,2.3283038,marimba,1.4092848,measuring instrument,1.2572529,wall clock,0.39859343,clothing,0,0,0,0,0,0,0,0,0,0,0.429739654,0.345389515,0.03244406,0.019297063
layer4,405,0.325358013,1.2332345,firearm,0.8605798,digital computer,0.39690435,home appliance,0.27076426,carnivore,0.18359143,instrumentality,0,0,0,0,0,0,0,0,0,0,0.33123368,0.235906661,0.034931183,0.040383339
layer4,406,0.310976995,1.5157552,car mirror,1.1256491,Siamese cat,0.7586894,monkey,0.585071,marsupial,0,0,0,0,0,0,0,0,0,0,0,0,0.358272523,0.286789894,0.026225328,0.016332567
layer4,407,0.409280021,1.2267191,West Highland White Terrier,0.9510766,bear,0.38673946,carnivore,0.37872657,matter,0,0,0,0,0,0,0,0,0,0,0,0,0.38556397,0.286532551,0.039248109,0.016853571
layer4,408,0.401360474,2.4411829,gyromitra,1.8858434,Curly-coated Retriever,1.1703712,sandwich,0.46097046,food,0.31988555,bird,0,0,0,0,0,0,0,0,0,0,0.39200595,0.283503175,0.055755436,0.031894565
layer4,409,0.321393863,1.2536962,establishment,0.47632274,garment,0.28197148,dog,0.2802817,artifact,0,0,0,0,0,0,0,0,0,0,0,0,0.368779212,0.11537791,0.016174257,0.003317177
layer4,410,0.53538744,2.0050604,military hat (bearskin or shako),1.3300004,primate,0.95849013,bear,0.14311674,artifact,0,0,0,0,0,0,0,0,0,0,0,0,0.270853788,0.470574409,0.050285757,0.050382435
layer4,411,0.373942403,1.8827717,megalith,0.9427571,geological formation,0.5722091,aquatic bird,0.2733153,vertebrate,0,0,0,0,0,0,0,0,0,0,0,0,0.463901609,0.238074422,0.065941453,0.046455026
layer4,412,0.271247447,1.498836,locomotive,1.3506339,farm machine,0.12086095,instrumentality,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431321353,0.253004819,0.036930442,0.021765709
layer4,413,0.333972484,2.6349905,weight,0.2549947,instrumentality,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407365471,0.119654134,-0.006961942,-0.025650024
layer4,414,0.417500351,2.229631,orangutan,1.5926535,Afghan Hound,0.57281315,dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414314032,0.382351935,0.065243483,0.049544275
layer4,415,0.333330122,1.9424419,bookcase,1.6366192,paintbrush,1.21654,digital clock,0.14696898,artifact,0,0,0,0,0,0,0,0,0,0,0,0,0.318793476,0.303685337,0.004850447,-0.016571283
layer4,416,0.393895219,1.7428808,triceratops,1.4496611,piggy bank,0.8901708,fox,0.8738411,amphibian,0.24219273,placental,0,0,0,0,0,0,0,0,0,0,0.332984328,0.318534583,0.04908824,0.02019155
layer4,417,0.465663135,1.2633224,primate,0.8275406,oscine,0.3281736,bird,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434126049,0.384228289,0.05279851,0.049242854
layer4,418,0.282794558,1.185442,Weimaraner,1.1193329,dining table,0.84268373,greyhound,0.5492452,cartilaginous fish,0.40259135,tool,0,0,0,0,0,0,0,0,0,0,0.353972167,0.230998471,0.03569454,0.02529937
layer4,419,0.328954925,1.9939843,pillow,1.6264826,handkerchief,1.3616321,manhole cover,0.9505077,baby bed,0.7513486,big cat,0,0,0,0,0,0,0,0,0,0,0.4674097,0.306226701,0.031297088,0.025673032
layer4,420,0.448984357,3.004746,feather boa,2.6051366,peafowl,2.2665746,indigo bunting,1.6142044,parrot,1.4912074,American bullfrog,1.3761697,washing machine,1.1912419,goldfinch,0,0,0,0,0,0,0.465656549,0.40541169,0.010306656,-0.015440702
layer4,421,0.441823831,2.6174588,trifle,1.4778416,recreational vehicle,0.9858776,movie theater,0.91145295,sennenhunde,0.5085044,spaniel,0.35347772,motor vehicle,0,0,0,0,0,0,0,0,0.317825437,0.336457193,0.057459354,0.048976779
layer4,422,0.38885079,1.2543756,jellyfish,0.8675657,bowed stringed instrument,0.43040922,mollusk,0.4254533,musical instrument,0.19520022,covering,0,0,0,0,0,0,0,0,0,0,0.271189868,0.300385803,0.026268244,0.021474481
layer4,423,0.380212365,2.4162273,keyboard,2.3022804,keyboard space bar,0.38553613,bird,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.456952155,0.310226053,0.088279068,0.08185482
layer4,424,0.231994138,1.1251881,maypole,0.94225883,disc brake,0.37756225,terrier,0.110923186,device,0,0,0,0,0,0,0,0,0,0,0,0,0.452297747,0.19955121,0.023635983,0.017883778
layer4,425,0.313187937,1.3464116,feather boa,0.7703726,butterfly,0.61336505,fungus,0.608998,military vehicle,0.33052865,matter,0,0,0,0,0,0,0,0,0,0,0.424857616,0.234605089,0.008910537,0.006975293
layer4,426,0.244019321,0.5956788,bottle,0.56047344,retriever,0.23790768,covering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43719101,0.169195876,0.010353029,0.013120592
layer4,427,0.467874786,1.2457538,arthropod,0.5724918,bird,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545075178,0.459432572,0.093669236,0.106595874
layer4,428,0.387896544,0.99925065,lizard,0.5831421,food,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400768131,0.309420377,0.015557349,0.012901485
layer4,429,0.359943895,0.90458363,mixing bowl,0.5060379,ball,0.19512245,domestic animal,0.1378582,artifact,0,0,0,0,0,0,0,0,0,0,0,0,0.289820462,0.190375209,0.014067769,0.002348125
layer4,430,0.269123403,1.9079975,rotisserie,1.3285801,gymnastic horizontal bar,0.30841014,arthropod,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469177008,0.25247547,0.021281779,-0.0018996
layer4,431,0.479515271,4.4707637,snorkel,3.3995156,ridge,3.1015909,swimsuit,2.395007,sea turtle,1.9564888,echinoderm,1.9345328,fish,0,0,0,0,0,0,0,0,0.82340163,0.541450202,0.150415301,0.145495474
layer4,432,0.482384419,2.548221,daisy,2.2384584,artichoke,1.3371491,insect,0.52651703,primate,0,0,0,0,0,0,0,0,0,0,0,0,0.420262069,0.454805821,0.072695732,0.082324743
layer4,433,0.346237408,1.7126651,Australian Silky Terrier,0.41416678,dog,0.16717976,instrumentality,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32640636,0.249603167,0.036905646,0.02723223
layer4,434,0.417562318,1.8304111,salamander,1.654473,lizard,1.6012794,Afghan Hound,0.47304064,bird,0,0,0,0,0,0,0,0,0,0,0,0,0.47303772,0.396946073,0.068816245,0.037841201
layer4,435,0.428918265,2.2268012,tiger cat,0.56718063,carnivore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39642489,0.346894711,0.110170126,0.114211679
layer4,436,0.245713379,0.7501215,station wagon,0.3158139,obstruction,0.18027869,bird,0.17748068,container,0,0,0,0,0,0,0,0,0,0,0,0,0.335936219,0.13886261,0.016011894,0.007879138
layer4,437,0.448756103,0.51586,dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320334435,0.421653867,0.108264208,0.134297132
layer4,438,0.450857793,2.7674842,manhole cover,2.4724405,crossword,1.7440653,shoji screen / room divider,1.0640981,keyboard,0.41656077,hunting dog,0.18306094,artifact,0,0,0,0,0,0,0,0,0.328947723,0.424403578,0.029302478,0.031786442
layer4,439,0.335329051,2.0157208,king penguin,1.7625797,fur coat,1.5254014,academic gown,1.4479947,pelican,1.1960604,squash,0.34434056,insect,0,0,0,0,0,0,0,0,0.410595119,0.355953425,0.064041376,0.040203333
layer4,440,0.318510752,1.4221472,slot machine,1.0156767,hay,0.51641536,wind instrument,0.095578894,artifact,0.076323256,device,0,0,0,0,0,0,0,0,0,0,0.296301305,0.237054095,0.027670681,0.022582293
layer4,441,0.442835328,1.4107052,firearm,0.6021505,musical instrument,0.30905253,covering,0.22245835,artifact,0,0,0,0,0,0,0,0,0,0,0,0,0.301844537,0.325548768,0.028305411,0.034303546
layer4,442,0.258451379,0.11643556,artifact,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398371398,0.058764152,0.002237618,-0.000286579
layer4,443,0.263676406,1.4436078,storage chest,1.108003,pizza,1.0899407,pot pie,1.0642262,mousetrap,0.23440184,musical instrument,0,0,0,0,0,0,0,0,0,0,0.389979184,0.252634168,0.025686562,0.017404556
layer4,444,0.34497654,1.7857583,tent,1.2802527,bag,1.087279,mosquito net,1.0229714,baby bed,0,0,0,0,0,0,0,0,0,0,0,0,0.439120054,0.328447163,0.039955139,0.050013363
layer4,445,0.325164219,1.5223184,conch,0.9248326,cat,0.7490694,bovid,0.5821113,fox,0.56851876,fungus,0,0,0,0,0,0,0,0,0,0,0.411612481,0.275178432,0.045833766,0.04065454
layer4,446,0.274779061,1.3653014,tench,0.560861,dish,0.2749353,monkey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317040741,0.187614202,0.00931561,0.005900145
layer4,447,0.313125328,1.3029585,hyena,1.0794585,viper,0.99187136,fur coat,0.6277747,feline,0.12706606,vertebrate,0,0,0,0,0,0,0,0,0,0,0.319705904,0.305119693,0.047658682,0.03776896
layer4,448,0.390160402,1.5085135,teapot,1.0667235,piggy bank,0.35781306,home appliance,0.16651325,container,0.122235805,instrumentality,0,0,0,0,0,0,0,0,0,0,0.281171948,0.30103901,0.038317382,0.023229957
layer4,449,0.455644307,2.1967087,leporid,1.3874465,spider,1.2618258,bovid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.494965345,0.270929545,0.043287277,0.034528375
layer4,450,0.380786845,1.5336701,altar,1.3046205,brass,1.2529655,Border Terrier,1.1469767,viverrine,0.54352045,monkey,0,0,0,0,0,0,0,0,0,0,0.360974699,0.334079951,0.076103926,0.061395824
layer4,451,0.313076002,1.753246,shoji screen / room divider,0.27740374,artifact,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.480780482,0.111421764,0.004973471,0.008465171
layer4,452,0.343971667,1.6838596,weight,1.4889258,disc brake,0.2802752,wheeled vehicle,0.11921117,instrumentality,0,0,0,0,0,0,0,0,0,0,0,0,0.327772677,0.239456788,0.031814396,0.007503927
layer4,453,0.402147687,2.2170339,harp,2.126504,keyboard space bar,2.0929556,keyboard,1.3084896,keyboard instrument,0.6049741,bovid,0.2851375,diapsid,0,0,0,0,0,0,0,0,0.378231853,0.303023845,0.043224335,0.023783207
layer4,454,0.396894238,1.6235065,racket,1.032992,fox,0.9430092,wolf,0.65805984,ball,0.65334666,measuring instrument,0.60812813,truck,0,0,0,0,0,0,0,0,0.386157125,0.33071655,0.046569288,0.035277426
layer4,455,0.348909501,1.3799536,paper towel,1.2078872,Dobermann,1.2047179,sewing machine,1.019782,weapon,0.14958787,dog,0.10733155,instrumentality,0,0,0,0,0,0,0,0,0.299301833,0.33200708,0.03338635,0.020530105
layer4,456,0.390722855,1.5091231,stinkhorn mushroom,1.4001787,lipstick,1.2809937,horse chestnut seed,0.9853976,dessert,0.41683123,matter,0,0,0,0,0,0,0,0,0,0,0.391006589,0.198291868,0.03228718,0.016542494
layer4,457,0.249642929,1.5690463,earth star fungus,1.0711644,jug,0.91728127,sea lion,0.576366,pot,0.36440086,fish,0,0,0,0,0,0,0,0,0,0,0.435768902,0.218106717,0.05993849,0.045102537
layer4,458,0.367186113,2.2652063,barn,1.446764,boathouse,1.2868769,schnauzer,1.0025373,phasianid,0.7287307,terrier,0,0,0,0,0,0,0,0,0,0,0.575528383,0.340302318,0.058446646,0.047440052
layer4,459,0.288629337,0.27370298,geological formation,0.1161677,artifact,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199350417,0.01901434,0.009371281,0.00023216
layer4,460,0.399317881,1.8530815,scabbard,1.3958228,corkscrew,1.328482,necktie,0.79354775,American lobster,0.3933702,implement,0.24473405,bird,0,0,0,0,0,0,0,0,0.412550807,0.272354633,0.034165084,0.003667176
layer4,461,0.285509996,1.5527633,mask,1.0841733,washing machine,0.91513246,horse chestnut seed,0.444442,headdress,0,0,0,0,0,0,0,0,0,0,0,0,0.411584347,0.242131099,0.038418531,0.024915755
layer4,462,0.377093293,3.3312562,Kerry Blue Terrier,2.7266226,Curly-coated Retriever,2.188416,black swan,2.0810153,acorn,1.5667074,Lakeland Terrier,1.427054,crocodilian reptile,0,0,0,0,0,0,0,0,0.575789452,0.39184016,0.093084395,0.085767806
layer4,463,0.373167638,1.7286464,cabbage,1.6428885,fabric,0.49164215,clothing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52968508,0.273427904,0.050399721,0.062455118
layer4,464,0.21859368,1.8055191,apiary,1.181354,altar,0.23639283,diapsid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.501047134,0.201071352,0.020679414,0.015874624
layer4,465,0.396593433,1.5681998,spider,1.223395,European garden spider,1.1761955,leporid,0.87202656,feline,0,0,0,0,0,0,0,0,0,0,0,0,0.546451151,0.365270138,0.077821672,0.050979793
layer4,466,0.532692099,2.938279,spiny-finned fish,2.6180317,decapod crustacean,2.4580195,coral reef,1.9562492,echinoderm,0,0,0,0,0,0,0,0,0,0,0,0,0.531821251,0.549613178,0.1571455,0.149318814
layer4,467,0.356059129,2.9466796,necklace,2.0653229,handkerchief,1.1603682,pillow,0.8989846,crockery,0.21339686,covering,0,0,0,0,0,0,0,0,0,0,0.415706635,0.365366369,0.050339639,0.048853278
layer4,468,0.292577073,1.6666893,sled dog,1.2625142,lotion,0.21392295,canine,0.15556706,artifact,0,0,0,0,0,0,0,0,0,0,0,0,0.341504663,0.239470333,0.029556036,0.027425408
layer4,469,0.385226034,1.4372615,abaya,1.4265724,academic gown,1.3538367,graduation cap,0.43429238,musical instrument,0.29123172,clothing,0,0,0,0,0,0,0,0,0,0,0.357887417,0.262636691,0.024480402,0.007400572
layer4,470,0.346353317,1.6663983,scarf,1.3448498,fabric,1.2093569,toilet paper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454590887,0.273997009,0.042252243,0.038372934
layer4,471,0.382502525,2.9864929,block plane,1.104013,metal nail,0.55810297,furniture,0.11868146,artifact,0,0,0,0,0,0,0,0,0,0,0,0,0.345551342,0.280841291,0.077404916,0.035199702
layer4,472,0.412818608,2.2192335,pier,2.0764976,bridge,1.2182498,infant bed,0.19810565,artifact,0,0,0,0,0,0,0,0,0,0,0,0,0.356325865,0.309073836,0.013294995,-0.024404526
layer4,473,0.521960727,2.1536655,Granny Smith apple,1.3999465,insect,1.0461547,hunting dog,0.79138386,game equipment,0.47321478,bird,0,0,0,0,0,0,0,0,0,0,0.584088981,0.406658381,0.129186332,0.095122457
layer4,474,0.397849532,4.9584856,picket fence,3.2909315,split-rail fence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.503390968,0.41713509,0.098789513,0.096148849
layer4,475,0.500420047,2.848535,spider,2.7159495,whistle,2.564453,safe,2.015044,mop,0.7646983,sporting dog,0,0,0,0,0,0,0,0,0,0,0.540054262,0.383195013,0.104348242,0.046271801
layer4,476,0.26667224,0.13353148,artifact,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.376101583,0.003830736,0.002726555,-0.000299215
